mtz               50  3 10  0 99  48 0    0   15         34          0
mtz               50  3 10  0 99  46 0    0   16         28          0
mtz               50  3 10  0 99  50 0    0   37         33          0
mtz               50  3 10  0 99  47 0    0   55         38          0
mtz               50  3 10  0 99  44 0    0   69         30          0
mtz               50  3 10  0 99  42 0    0   70         32          0
mtz               50  3 10  0 99  49 0    0  108         36          0
mtz               50  3 10  0 99  51 0    0  267         39          0
mtz               50  3 10  0 99  43 0    0  710         41          0
mtz               50  3 10  0 99  45 0    0 1208         36          0
mtz               50  4 10  0 99  49 0    0 1156         47          0
mtz               50  4 10  0 99  44 0    0 1800         46 0.04347826
mtz               50  4 10  0 99  48 0    0 1800         44 0.06818182
mtz               50  4 10  0 99  46 0    0 1800         39 0.07692308
mtz               50  4 10  0 99  47 0    0 1800         47 0.04255319
mtz               50  4 10  0 99  45 0    0 1800         46 0.08695652
mtz               50  4 10  0 99  50 0    0 1800         42  0.0952381
mtz               50  4 10  0 99  42 0    0 1800         44 0.04545455
mtz               50  4 10  0 99  43 0    0 1800         47 0.04255319
mtz               50  4 10  0 99  51 0    0 1800         45 0.08888889
mtz               50  5 10  0 99  47 0    0    5         49          0
mtz               50  5 10  0 99  48 0    0   14         50          0
mtz               50  5 10  0 99  43 0    0   46         50          0
mtz               50  5 10  0 99  49 0    0   50         48          0
mtz               50  5 10  0 99  45 0    0   68         50          0
mtz               50  5 10  0 99  51 0    0   73         49          0
mtz               50  5 10  0 99  42 0    0  108         47          0
mtz               50  5 10  0 99  50 0    0 1800         46 0.06521739
mtz               50  5 10  0 99  46 0    0 1800         45 0.04444444
mtz               50  5 10  0 99  44 0    0 1800         48 0.04166667
mtz               50  6 10  0 99  43 0    0    2         50          0
mtz               50  6 10  0 99  42 0    0    3         48          0
mtz               50  6 10  0 99  45 0    0    3         50          0
mtz               50  6 10  0 99  50 0    0    4         49          0
mtz               50  6 10  0 99  47 0    0    6         49          0
mtz               50  6 10  0 99  51 0    0    7         49          0
mtz               50  6 10  0 99  49 0    0    8         48          0
mtz               50  6 10  0 99  48 0    0    9         50          0
mtz               50  6 10  0 99  46 0    0   13         47          0
mtz               50  6 10  0 99  44 0    0   87         50          0
mtz               50 10 10  0 99  46 0    0    0         47          0
mtz               50 10 10  0 99  50 0    0    0         49          0
mtz               50 10 10  0 99  42 0    0    0         48          0
mtz               50 10 10  0 99  45 0    0    0         50          0
mtz               50 10 10  0 99  48 0    0    0         50          0
mtz               50 10 10  0 99  47 0    0    0         49          0
mtz               50 10 10  0 99  44 0    0    0         50          0
mtz               50 10 10  0 99  49 0    0    1         49          0
mtz               50 10 10  0 99  43 0    0    2         50          0
mtz               50 10 10  0 99  51 0    0    2         49          0
mtz               50 20 10  0 99  49 0    0    0         49          0
mtz               50 20 10  0 99  44 0    0    0         50          0
mtz               50 20 10  0 99  45 0    0    0         50          0
mtz               50 20 10  0 99  42 0    0    0         48          0
mtz               50 20 10  0 99  50 0    0    0         49          0
mtz               50 20 10  0 99  51 0    0    0         49          0
mtz               50 20 10  0 99  48 0    0    0         50          0
mtz               50 20 10  0 99  46 0    0    0         47          0
mtz               50 20 10  0 99  47 0    0    0         49          0
mtz               50 20 10  0 99  43 0    0    0         50          0
mtz               50  3 20  0 99  45 0    0    3         50          0
mtz               50  3 20  0 99  48 0    0    3         50          0
mtz               50  3 20  0 99  47 0    0    6         50          0
mtz               50  3 20  0 99  49 0    0    9         50          0
mtz               50  3 20  0 99  50 0    0   10         50          0
mtz               50  3 20  0 99  46 0    0   12         50          0
mtz               50  3 20  0 99  44 0    0   12         50          0
mtz               50  3 20  0 99  42 0    0   12         50          0
mtz               50  3 20  0 99  43 0    0   12         50          0
mtz               50  3 20  0 99  51 0    0   16         50          0
mtz               50  4 20  0 99  43 0    0    0         50          0
mtz               50  4 20  0 99  47 0    0    1         50          0
mtz               50  4 20  0 99  51 0    0    1         50          0
mtz               50  4 20  0 99  48 0    0    1         50          0
mtz               50  4 20  0 99  44 0    0    1         50          0
mtz               50  4 20  0 99  45 0    0    2         50          0
mtz               50  4 20  0 99  46 0    0    3         50          0
mtz               50  4 20  0 99  42 0    0    3         50          0
mtz               50  4 20  0 99  50 0    0    5         50          0
mtz               50  4 20  0 99  49 0    0    9         50          0
mtz               50  5 20  0 99  46 0    0    0         50          0
mtz               50  5 20  0 99  48 0    0    0         50          0
mtz               50  5 20  0 99  44 0    0    1         50          0
mtz               50  5 20  0 99  42 0    0    1         50          0
mtz               50  5 20  0 99  43 0    0    1         50          0
mtz               50  5 20  0 99  49 0    0    1         50          0
mtz               50  5 20  0 99  47 0    0    1         50          0
mtz               50  5 20  0 99  51 0    0    2         50          0
mtz               50  5 20  0 99  50 0    0    3         50          0
mtz               50  5 20  0 99  45 0    0    3         50          0
mtz               50  6 20  0 99  45 0    0    0         50          0
mtz               50  6 20  0 99  44 0    0    0         50          0
mtz               50  6 20  0 99  42 0    0    0         50          0
mtz               50  6 20  0 99  47 0    0    0         50          0
mtz               50  6 20  0 99  51 0    0    1         50          0
mtz               50  6 20  0 99  48 0    0    1         50          0
mtz               50  6 20  0 99  49 0    0    1         50          0
mtz               50  6 20  0 99  43 0    0    1         50          0
mtz               50  6 20  0 99  46 0    0    1         50          0
mtz               50  6 20  0 99  50 0    0    1         50          0
mtz               50 10 20  0 99  48 0    0    0         50          0
mtz               50 10 20  0 99  45 0    0    0         50          0
mtz               50 10 20  0 99  42 0    0    0         50          0
mtz               50 10 20  0 99  43 0    0    0         50          0
mtz               50 10 20  0 99  46 0    0    1         50          0
mtz               50 10 20  0 99  47 0    0    1         50          0
mtz               50 10 20  0 99  49 0    0    1         50          0
mtz               50 10 20  0 99  51 0    0    1         50          0
mtz               50 10 20  0 99  44 0    0    1         50          0
mtz               50 10 20  0 99  50 0    0    1         50          0
mtz               50 20 20  0 99  42 0    0    0         50          0
mtz               50 20 20  0 99  49 0    0    0         50          0
mtz               50 20 20  0 99  45 0    0    0         50          0
mtz               50 20 20  0 99  43 0    0    0         50          0
mtz               50 20 20  0 99  50 0    0    0         50          0
mtz               50 20 20  0 99  51 0    0    0         50          0
mtz               50 20 20  0 99  48 0    0    0         50          0
mtz               50 20 20  0 99  46 0    0    0         50          0
mtz               50 20 20  0 99  47 0    0    0         50          0
mtz               50 20 20  0 99  44 0    0    0         50          0
mtz               50  3 50  0 99  47 0    0    1         50          0
mtz               50  3 50  0 99  50 0    0    1         50          0
mtz               50  3 50  0 99  49 0    0    1         50          0
mtz               50  3 50  0 99  44 0    0    1         50          0
mtz               50  3 50  0 99  46 0    0    1         50          0
mtz               50  3 50  0 99  42 0    0    2         50          0
